StockCode,Description,TotalQuaantity,AvgQuantity,TotalRevenue,AvgRevenue,OrderCount
85130A,BEADED PEARL HEART WHITE LARGE,77,7.7,127.05,12.7,10
85130B,BEADED CRYSTAL HEART GREEN LARGE,816,16.32,707.7,14.15,50
85130C,BEADED CRYSTAL HEART BLUE  LARGE,479,10.64,425.71,9.46,43
85130D,BEADED CRYSTAL HEART PINK LARGE,552,10.62,526.38,10.12,51
85131A,BEADED PEARL HEART WHITE ON STICK,469,18.76,462.17,18.49,25
85131B,BEADED CRYSTAL HEART GREEN ON STICK,142,10.92,120.38,9.26,13
85131C,BEADED CRYSTAL HEART BLUE ON STICK,73,6.64,78.71,7.16,11
85131D,BEADED CRYSTAL HEART PINK ON STICK,115,9.58,113.09,9.42,12
85132A,CHARLIE + LOLA BISCUITS TINS,455,8.75,967.25,18.6,51
85132B,CHARLIE AND LOLA TABLE TINS,513,8.55,1048.35,17.47,60
85132C,CHARLIE AND LOLA FIGURES TINS,1404,11.06,2817.8,22.19,126
85135A,YELLOW DRAGONFLY HELICOPTER,15,2.5,119.25,19.88,6
85135B,BLUE DRAGONFLY HELICOPTER,47,1.34,373.65,10.68,34
85135C,RED DRAGONFLY HELICOPTER,78,1.56,620.1,12.4,49
85136A,YELLOW SHARK HELICOPTER,51,1.31,405.45,10.4,37
85136B,BLUE SHARK HELICOPTER,2,1.0,15.9,7.95,2
85136C,RED SHARK HELICOPTER,35,1.4,278.25,11.13,25
85141,JARDIN ETCHED GLASS FRUITBOWL,123,2.93,627.45,14.94,38
85144,JARDIN ETCHED GLASS BUTTER DISH,222,5.05,586.6,13.33,41
85145,JARDIN ETCHED GLASS LARGE BELL JAR,38,2.71,167.7,11.98,13
85146,JARDIN ETCHED GLASS SMALL BELL JAR,43,4.78,147.85,16.43,8
85150,LADIES & GENTLEMEN METAL SIGN,3899,10.57,8699.13,23.57,367
85152,HAND OVER THE CHOCOLATE   SIGN ,7544,12.68,14348.71,24.12,589
85159A,"BLACK TEA,COFFEE,SUGAR JARS",451,10.02,779.45,17.32,45
85159B,"WHITE TEA,COFFEE,SUGAR JARS",622,10.54,1134.5,19.23,59
85160B,BLACK BIRD GARDEN DESIGN MUG,105,6.56,46.11,2.88,15
85161,ACRYLIC GEOMETRIC LAMP,12,1.33,221.4,24.6,9
85163A,WHITE BAROQUE WALL CLOCK ,45,2.5,349.95,19.44,18
85163B,BLACK BAROQUE WALL CLOCK ,44,3.14,333.6,23.83,14
85167B,BLACK GRAND BAROQUE PHOTO FRAME,48,6.86,93.0,13.29,7
85168B,BLACK BAROQUE CARRIAGE CLOCK,17,2.43,149.67,21.38,7
85169A,IVORY LOVE BIRD CANDLE,502,10.24,496.72,10.14,48
85169B,BLACK LOVE BIRD CANDLE,201,8.04,191.49,7.66,25
85169C,EAU DE NIL LOVE BIRD CANDLE,336,16.0,353.72,16.84,21
85169D,PINK LOVE BIRD CANDLE,232,10.55,236.48,10.75,22
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,1.0,2.1,2.1,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,179,7.78,195.9,8.52,23
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,252,8.69,366.23,12.63,29
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,355,6.96,497.21,9.75,51
85172,HYACINTH BULB T-LIGHT CANDLES,1328,30.18,557.76,12.68,40
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,434,8.68,628.47,12.57,49
85174,S/4 CACTI CANDLES,497,5.92,1985.67,23.64,80
85175,CACTI T-LIGHT CANDLES,5217,39.82,2078.66,15.87,130
85176,SEWING SUSAN 21 NEEDLE SET,626,8.35,542.24,7.23,75
85177,BASKET OF FLOWERS SEWING KIT,775,18.02,600.61,13.97,42
85178,VICTORIAN SEWING KIT,2371,23.71,2642.19,26.42,98
85179A,GREEN BITTY LIGHT CHAIN,119,7.0,188.31,11.08,17
85179C,PINK BITTY LIGHT CHAIN,69,9.86,89.65,12.81,7
85180A,RED HEARTS LIGHT CHAIN ,434,11.42,844.34,22.22,37
85180B,PINK HEARTS LIGHT CHAIN ,196,9.33,381.0,18.14,21
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,657,7.92,805.75,9.71,81
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,977,9.13,1228.25,11.48,106
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1523,10.88,2478.43,17.7,136
85185B,PINK HORSE SOCK PUPPET,291,4.28,839.25,12.34,59
85185D,FROG SOCK PUPPET,15,1.88,44.25,5.53,8
85186A,EASTER BUNNY GARLAND OF FLOWERS,525,13.46,220.5,5.65,37
85186C,BUNNY EGG GARLAND,413,12.15,173.46,5.1,33
85187,S/12 MINI RABBIT EASTER,324,5.4,515.4,8.59,58
85188A,GREEN METAL SWINGING BUNNY,302,8.88,256.7,7.55,34
85188B,PINK METAL SWINGING BUNNY,75,9.38,63.75,7.97,8
85189,HANGING BUTTERFLY  EGG,9,2.25,7.65,1.91,3
85194L,HANGING SPRING FLOWER EGG LARGE,901,15.81,747.13,13.11,56
85194S,HANGING SPRING FLOWER EGG SMALL,1163,21.15,447.75,8.14,55
85195,HANGING HEART BASKET,11,3.67,23.1,7.7,3
85197,SET OF 12 MINI BUNNIES IN A BUCKET,33,1.74,69.3,3.65,18
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,86,14.33,68.06,11.34,6
85199L,LARGE HANGING IVORY & RED WOOD BIRD,925,14.23,598.37,9.21,65
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2234,13.14,946.07,5.57,157
85200,BUNNY EGG BOX,183,6.78,228.75,8.47,26
85202,HANGING WOOD AND FELT HEART,300,6.12,126.0,2.57,39
85203,HANGING WOOD AND FELT BUTTERFLY ,570,10.36,237.96,4.33,49
85204,HANGING WOOD AND FELT FLOWER,1876,42.64,249.48,5.67,42
85205B,PINK FELT EASTER RABBIT GARLAND,116,4.64,295.8,11.83,24
85206A,CREAM FELT EASTER EGG BASKET,916,8.64,1450.2,13.68,103
85206B,PINK FELT EASTER EGG BASKET,14,3.5,23.1,5.78,4
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,161,6.44,298.74,11.95,24
85211,S/4 GROOVY CAT MAGNETS,142,7.47,151.92,8.0,17
85212,MINI PAINTED GARDEN DECORATION ,2452,33.59,723.72,9.91,70
85213,MINI  ZINC GARDEN DECORATIONS ,821,32.84,301.37,12.05,24
85214,TUB 24 PINK FLOWER PEGS,103,2.4,169.95,3.95,43
85215,ASSORTED CHEESE FRIDGE MAGNETS,163,20.38,105.95,13.24,8
85216,ASSORTED CAKES FRIDGE MAGNETS,55,6.88,35.75,4.47,8
85224,ASSORTED COLOUR SILK GLASSES CASE,3,3.0,6.3,6.3,1
85225,BLING KEY RING STAND,6,2.0,6.25,2.08,3
85227,SET OF 6 3D KIT CARDS FOR KIDS,1322,8.31,1107.08,6.96,147
85230A,OPIUM SCENTED VOTIVE CANDLE,840,46.67,203.28,11.29,18
85230B,CINNAMON SCENTED VOTIVE CANDLE,1264,33.26,326.24,8.59,38
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1101,45.88,267.45,11.14,24
85230F,JASMINE VOTIVE CANDLE,338,28.17,90.34,7.53,12
85230G,ORANGE VOTIVE CANDLE,1032,41.28,257.04,10.28,25
85231B,CINAMMON SET OF 9 T-LIGHTS,798,7.19,672.06,6.05,108
85231G,ORANGE SCENTED SET/9 T-LIGHTS,573,8.55,471.45,7.04,66
85232A,SET/3 POLKADOT STACKING TINS,74,2.96,349.5,13.98,25
85232B,SET OF 3 BABUSHKA STACKING TINS,28,3.11,138.6,15.4,8
85232D,SET/3 DECOUPAGE STACKING TINS,175,3.24,832.65,15.42,53
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,11,1.83,65.45,10.91,6
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,3,1.5,17.85,8.93,2
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,6,1.5,35.7,8.93,4
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,2,2.0,8.5,8.5,1
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,4,2.0,17.0,8.5,2
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,2,1.0,8.5,4.25,2
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,5,1.67,21.25,7.08,3
90002D,FLOWER BURST SILVER RING CRYSTAL,10,1.67,37.5,6.25,6
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,6,2.0,22.5,7.5,3
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,12,2.4,45.0,9.0,5
90003D,CRYSTAL PAIR HEART HAIR SLIDES,18,2.57,67.5,9.64,7
90003E,GREEN PAIR HEART HAIR SLIDES,8,4.0,30.0,15.0,2
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,7,1.4,62.65,12.53,5
90010B,BLACK/WHITE GLASS/SILVER BRACELET,7,2.33,62.65,20.88,3
90010E,AMBER GLASS/SILVER BRACELET,10,1.43,89.5,12.79,7
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,1,1.0,2.95,2.95,1
90011B,BLACK CRYSTAL DROP EARRINGS,7,3.5,20.65,10.32,2
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,4.0,23.6,11.8,2
90012B,BLACK DROP CRYSTAL NECKLACE,12,6.0,35.4,17.7,2
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,16,5.33,60.0,20.0,3
90013C,GREEN VINTAGE EARRINGS ,11,2.75,41.25,10.31,4
90014A,SILVER/MOP ORBIT NECKLACE,16,1.6,103.2,10.32,10
90014B,GOLD M PEARL  ORBIT NECKLACE,10,1.25,85.5,10.69,8
90014C,SILVER/BLACK ORBIT NECKLACE,4,1.33,32.8,10.93,3
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,14,3.5,80.75,20.19,4
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,9,1.12,76.5,9.56,8
90018A,SILVER M.O.P ORBIT DROP EARRINGS,17,1.89,72.25,8.03,9
90018B,GOLD M.O.P ORBIT DROP EARRINGS,8,1.6,34.0,6.8,5
90018C,SILVER BLACK ORBIT DROP EARRINGS,6,2.0,25.5,8.5,3
90019A,SILVER M.O.P ORBIT BRACELET,18,2.0,89.1,9.9,9
90019B,GOLD M.O.P ORBIT BRACELET,2,1.0,9.9,4.95,2
90019C,SILVER BLACK ORBIT BRACELET,4,1.33,19.8,6.6,3
90021,LASER CUT MULTI STRAND NECKLACE,1,1.0,11.95,11.95,1
90022,EDWARDIAN DROP EARRINGS JET BLACK,8,2.0,30.0,7.5,4
90023,FILIGREE DIAMANTE EARRINGS,8,2.0,34.0,8.5,4
90024B,NEW BAROQUE B'FLY NECKLACE RED,4,2.0,34.0,17.0,2
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,2,2.0,17.0,17.0,1
90024D,NEW BAROQUE B'FLY NECKLACE PINK,1,1.0,8.5,8.5,1
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,2,2.0,17.0,17.0,1
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,1.0,7.5,3.75,2
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,1,1.0,3.75,3.75,1
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,2.0,17.0,17.0,1
90026B,GLASS BEAD HOOP NECKLACE MONTANA,2,1.0,17.0,8.5,2
90026C,GLASS BEAD HOOP NECKLACE GREEN,3,1.5,25.5,12.75,2
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,1.0,25.5,8.5,3
90027A,GLASS BEAD HOOP EARRINGS BLACK,4,4.0,11.8,11.8,1
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,4,4.0,11.8,11.8,1
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,2.0,17.0,17.0,1
90029,NEW BAROQUE SMALL NECKLACE BLACK,3,1.5,25.5,12.75,2
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,10.29,72.0,10.29,7
90030B,RED KUKUI COCONUT SEED NECKLACE,112,7.47,131.8,8.79,15
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74,9.25,74.0,9.25,8
90031,BILI NUT AND WOOD NECKLACE,48,9.6,48.0,9.6,5
90032,IVORY SHELL HEART NECKLACE,19,3.17,90.67,15.11,6
90033,IVORY SHELL HEART EARRINGS,2,2.0,5.1,5.1,1
90035A,"PEARL & SHELL 42""NECKL. GREEN",4,2.0,43.0,21.5,2
90035C,"PEARL & SHELL 42""NECKL. IVORY",2,2.0,21.5,21.5,1
90036A,FLOWER GARLAND NECKLACE RED,6,1.5,47.7,11.92,4
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",4,2.0,31.8,15.9,2
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",6,3.0,47.7,23.85,2
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",11,2.75,87.45,21.86,4
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",7,1.4,55.65,11.13,5
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",4,4.0,31.8,31.8,1
90037B,TINY CRYSTAL BRACELET GREEN,6,6.0,15.3,15.3,1
90038A,GLASS AND PAINTED BEADS BRACELET TO,6,6.0,22.5,22.5,1
90038B,GLASS AND PAINTED BEADS BRACELET OL,6,6.0,22.5,22.5,1
90038C,GLASS AND BEADS BRACELET IVORY,6,6.0,22.5,22.5,1
90039A,FIRE POLISHED GLASS BRACELET RED,6,6.0,22.5,22.5,1
90039B,FIRE POLISHED GLASS BRACELET MONTAN,6,6.0,22.5,22.5,1
90039C,FIRE POLISHED GLASS BRACELET BLACK,1,1.0,3.75,3.75,1
90039D,FIRE POLISHED GLASS BRACELET GREEN,14,7.0,52.5,26.25,2
90040A,MURANO STYLE GLASS BRACELET RED,6,3.0,21.0,10.5,2
90040B,MURANO STYLE GLASS BRACELET BLACK,4,2.0,14.0,7.0,2
90040C,MURANO STYLE GLASS BRACELET GOLD,7,2.33,24.5,8.17,3
90041,PEARL AND CHERRY QUARTZ BRACLET,2,2.0,7.0,7.0,1
90042A,FRESHWATER PEARL BRACELET GOLD,3,1.5,7.65,3.82,2
90043,COPPER AND BRASS BAG CHARM,4,2.0,24.81,12.4,2
90046,WHITE WITH METAL BAG CHARM,3,3.0,14.85,14.85,1
90048,GREEN WITH METAL BAG CHARM,3,3.0,14.85,14.85,1
90049,IVORY GOLD METAL BAG CHARM,5,1.67,34.77,11.59,3
90050,CRACKED GLAZE NECKLACE IVORY,6,3.0,41.7,20.85,2
90051,CRACKED GLAZE NECKLACE RED,6,2.0,41.7,13.9,3
90054,CRACKED GLAZE EARRINGS RED,1,1.0,2.55,2.55,1
90055,CRACKED GLAZE EARRINGS BROWN,1,1.0,2.55,2.55,1
90057,DIAMANTE RING ASSORTED IN BOX.,1008,45.82,1311.36,59.61,22
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,324,46.29,123.12,17.59,7
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,612,40.8,232.56,15.5,15
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,6,6.0,9.9,9.9,1
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,9,3.0,14.85,4.95,3
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,8,2.67,13.2,4.4,3
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,6,6.0,9.9,9.9,1
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,10,3.33,16.5,5.5,3
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,9,3.0,14.85,4.95,3
90060B,FIRE POLISHED GLASS NECKL GOLD,1,1.0,5.95,5.95,1
90060D,FIRE POLISHED GLASS NECKL BRONZE,3,1.0,17.85,5.95,3
90062,CARNIVAL BRACELET,20,3.33,255.0,42.5,6
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,11,1.57,93.5,13.36,7
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,8,1.6,68.0,13.6,5
90064A,WHITE VINTAGE CRYSTAL EARRINGS,7,2.33,26.25,8.75,3
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,11,1.83,41.25,6.88,6
90065A,WHITE VINTAGE CRYSTAL BRACELET,8,2.0,54.0,13.5,3
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,1,1.0,6.75,6.75,1
90067A,PINK VINTAGE VICTORIAN EARRINGS,10,3.33,29.5,9.83,3
90069,RUBY GLASS CLUSTER NECKLACE,2,2.0,15.0,15.0,1
90070,RUBY GLASS CLUSTER BRACELET,8,2.67,47.6,15.87,3
90071,RUBY GLASS CLUSTER EARRINGS,1,1.0,1.25,1.25,1
90072,RUBY DROP CHANDELIER EARRINGS,10,3.33,37.5,12.5,3
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,13,3.25,64.35,16.09,4
90074,BLACK DIAMOND CLUSTER NECKLACE,2,2.0,17.9,17.9,1
90076,MONTANA DIAMOND CLUSTER EARRINGS,6,6.0,15.3,15.3,1
90078,PINK/WHITE GLASS DEMI CHOKER,2,2.0,15.0,15.0,1
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,5,2.5,24.75,12.38,2
90081A,LILY BROOCH AMETHYST COLOUR,15,1.88,74.25,9.28,8
90081C,LILY BROOCH OLIVE COLOUR,11,1.83,54.45,9.08,6
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,21,2.1,133.35,13.34,10
90082B,DIAMANTE BOW BROOCH RED COLOUR,27,2.25,171.45,14.29,10
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,8,1.6,50.8,10.16,4
90083,CRYSTAL CZECH CROSS PHONE CHARM,19,4.75,13.69,3.42,4
90084,PINK CRYSTAL GUITAR PHONE CHARM,1,1.0,0.85,0.85,1
90085,CRYSTAL STILETTO PHONE CHARM,24,12.0,20.4,10.2,2
90086,CRYSTAL FROG PHONE CHARM,85,7.73,49.93,4.54,11
90087,CRYSTAL SEA HORSE PHONE CHARM,90,11.25,33.66,4.21,8
90089,PINK CRYSTAL SKULL PHONE CHARM,25,8.33,4.75,1.58,2
90093,CLEAR CRYSTAL STAR PHONE CHARM,47,7.83,20.39,3.4,6
90094,NECKLACE+BRACELET SET FRUIT SALAD ,13,1.08,33.15,2.76,12
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,8,2.67,20.4,6.8,3
90098,NECKLACE+BRACELET PINK BUTTERFLY,28,3.11,71.4,7.93,9
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,20,1.54,51.0,3.92,13
90100,NECKLACE+BRACELET SET PINK DAISY,1,1.0,2.55,2.55,1
90101,WHITE FRANGIPANI NECKLACE,15,3.75,38.25,9.56,4
90102,WHITE FRANGIPANI HAIR CLIP,10,10.0,8.5,8.5,1
90103,PURPLE FRANGIPANI NECKLACE,8,4.0,20.4,10.2,2
90104,PURPLE FRANGIPANI HAIRCLIP,1,1.0,0.85,0.85,1
90108,BLUE BLOSSOM HAIR CLIP,64,10.67,67.2,11.2,6
90114,SUMMER DAISIES BAG CHARM,66,6.0,168.3,15.3,11
90116,FRUIT SALAD BAG CHARM,16,5.33,27.04,9.01,3
90118,PINK DAISY BAG CHARM,6,6.0,15.3,15.3,1
90119,METALIC LEAVES BAG CHARMS,60,3.75,148.32,9.27,15
90120B,BLUE MURANO TWIST BRACELET,20,4.0,85.0,17.0,5
90120C,GREEN MURANO TWIST BRACELET,31,4.43,131.75,18.82,7
90120D,WHITE MURANO TWIST BRACELET,2,1.0,8.5,4.25,2
90122A,PINK CRYSTAL+GLASS BRACELET,8,2.67,39.6,13.2,3
90122B,JADE CRYSTAL+GLASS BRACELET,1,1.0,4.95,4.95,1
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,17,3.4,84.15,16.83,5
90123A,PINK HEART OF GLASS BRACELET,14,1.75,83.3,10.41,8
90123B,TURQUOISE HEART OF GLASS BRACELET,8,2.0,47.6,11.9,4
90123C,GREEN HEART OF GLASS BRACELET,13,2.6,77.35,15.47,5
90123D,WHITE HEART OF GLASS BRACELET,3,1.5,17.85,8.93,2
90124A,PINK MURANO TWIST NECKLACE,6,1.5,59.7,14.92,4
90124B,BLUE MURANO TWIST NECKLACE,4,1.33,39.8,13.27,3
90124C,GREEN MURANO TWIST NECKLACE,7,1.75,69.65,17.41,4
90125A,PINK BERTIE GLASS BEAD BAG CHARM,109,18.17,93.9,15.65,6
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,19,6.33,24.9,8.3,3
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,73,24.33,63.3,21.1,3
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,74,14.8,65.4,13.08,5
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,1,1.0,2.1,2.1,1
90128B,BLUE LEAVES AND BEADS PHONE CHARM,1,1.0,1.25,1.25,1
90129A,PINK GLASS TASSLE BAG CHARM ,7,2.33,20.65,6.88,3
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,21,3.5,61.95,10.32,6
90129C,GREEN GLASS TASSLE BAG CHARM,17,2.83,50.15,8.36,6
90129D,AMBER GLASS TASSLE BAG CHARM,8,4.0,23.6,11.8,2
90129E,PURPLE GLASS TASSLE BAG CHARM,6,6.0,17.7,17.7,1
90129F,RED GLASS TASSLE BAG CHARM,16,3.2,47.2,9.44,5
90130A,WHITE STONE/CRYSTAL EARRINGS,1,1.0,2.95,2.95,1
90130B,TURQ STONE/CRYSTAL EARRINGS,9,3.0,26.55,8.85,3
90131,PINK/AMETHYST/GOLD NECKLACE,4,4.0,27.8,27.8,1
90133,TEAL/FUSCHIA COL BEAD NECKLACE,9,3.0,44.55,14.85,3
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,6,6.0,29.7,29.7,1
90136,PALE PINK/AMETHYST STONE NECKLACE,3,1.5,29.85,14.92,2
90138,WHITE/PINK MINI CRYSTALS NECKLACE,4,4.0,19.8,19.8,1
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,4,2.0,19.8,9.9,2
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,6,3.0,29.7,14.85,2
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,4,2.0,19.8,9.9,2
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,3,3.0,14.85,14.85,1
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,3,3.0,14.85,14.85,1
90142D,MOP PENDANT SHELL NECKLACE,9,3.0,44.55,14.85,3
90143,SILVER BRACELET W PASTEL FLOWER,19,2.38,142.5,17.81,7
90144,SILVER DROP EARRINGS WITH FLOWER,7,2.33,26.25,8.75,3
90145,SILVER HOOP EARRINGS WITH FLOWER,21,1.91,124.95,11.36,11
90146,FINE SILVER NECKLACE W PASTEL FLOWE,13,4.33,63.75,21.25,3
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,21,1.75,208.95,17.41,12
90148,LONG SILVER NECKLACE PASTEL FLOWER,8,1.33,102.0,17.0,5
90149,SILVER FLOWR PINK SHELL NECKLACE,52,17.33,335.28,111.76,3
90151,SILVER/NATURAL SHELL NECKLACE,8,2.0,68.0,17.0,4
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,3,1.0,17.85,5.95,3
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,1,1.0,5.95,5.95,1
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,1.0,5.95,5.95,1
90154,LAZER CUT NECKLACE W PASTEL BEADS,57,11.4,421.75,84.35,5
90155,RESIN NECKLACE W PASTEL BEADS,6,1.5,45.0,11.25,4
90156,RESIN BRACELET W PASTEL BEADS,3,1.5,14.85,7.43,2
90157,RIVIERA NECKLACE,7,3.5,34.65,17.32,2
90158,ST TROPEZ NECKLACE,14,2.33,69.3,11.55,6
90159,COTE D'AZURE NECKLACE,3,1.5,14.85,7.43,2
90160A,PURPLE BOUDICCA LARGE BRACELET,31,2.82,215.45,19.59,11
90160B,RED BOUDICCA LARGE BRACELET,21,2.62,145.95,18.24,8
90160C,TURQ+RED BOUDICCA LARGE BRACELET,41,2.56,284.95,17.81,16
90160D,PINK BOUDICCA LARGE BRACELET,32,3.56,222.4,24.71,9
90161A,ANT COPPER RED BOUDICCA BRACELET,9,1.5,44.55,7.42,6
90161B,ANT COPPER TURQ BOUDICCA BRACELET,45,3.75,222.75,18.56,12
90161C,ANT COPPER LIME BOUDICCA BRACELET,45,3.0,222.75,14.85,15
90161D,ANT COPPER PINK BOUDICCA BRACELET,31,3.44,153.45,17.05,9
90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,6.0,17.7,17.7,1
90162B,ANT SILVER LIME GREEN BOUDICCA RING,27,2.7,79.65,7.97,10
90162C,ANT SILVER FUSCHIA BOUDICCA RING,14,2.0,41.3,5.9,7
90162D,ANT SILVER PURPLE BOUDICCA RING,10,2.0,29.5,5.9,5
90163A,PINK ROSEBUD & PEARL NECKLACE,4,2.0,30.0,15.0,2
90163B,WHITE ROSEBUD & PEARL NECKLACE,2,2.0,15.0,15.0,1
90164A,PINK ROSEBUD PEARL BRACELET,19,3.17,70.35,11.72,6
90164B,WHITE  ROSEBUD PEARL BRACELET,28,4.0,65.7,9.39,7
90165B,WHITE ROSEBUD  PEARL EARRINGS,1,1.0,2.55,2.55,1
90166,PINK & WHITE ROSEBUD RING,14,1.75,58.9,7.36,8
90167,BEADED LOVE HEART JEWELLERY SET,10,10.0,8.5,8.5,1
90168,2 DAISIES HAIR COMB,6,6.0,17.7,17.7,1
90169,DAISY HAIR COMB,6,6.0,15.3,15.3,1
90170,DAISY HAIR BAND,46,7.67,75.9,12.65,6
90173,PAIR BUTTERFLY HAIR CLIPS,16,5.33,60.0,20.0,3
90174,BUTTERFLY HAIR BAND,16,4.0,40.8,10.2,4
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9,1.12,80.55,10.07,8
90175C,BLUE GLASS CHUNKY CHARM BRACELET,9,1.5,80.55,13.42,6
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,3,1.5,26.85,13.42,2
90176A,CLASSIC DIAMANTE NECKLACE JET,2,2.0,15.0,15.0,1
90176B,DIAMANTE NECKLACE BLACK ,2,2.0,15.0,15.0,1
90176C,DIAMANTE NECKLACE,2,2.0,15.0,15.0,1
90176D,DIAMANTE NECKLACE PURPLE,7,1.75,52.5,13.12,4
90176E,DIAMANTE NECKLACE GREEN,3,1.5,22.5,11.25,2
90177A,CLASSIC DIAMANTE EARRINGS JET,6,6.0,17.7,17.7,1
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,7,3.5,20.65,10.32,2
90177C,DROP DIAMANTE EARRINGS CRYSTAL,13,4.33,38.35,12.78,3
90177D,DROP DIAMANTE EARRINGS PURPLE,17,2.83,50.15,8.36,6
90177E,DROP DIAMANTE EARRINGS GREEN,6,6.0,17.7,17.7,1
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,6,1.0,71.7,11.95,6
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,1,1.0,11.95,11.95,1
90179A,AMBER FINE BEAD NECKLACE W TASSEL,3,1.5,17.85,8.93,2
90179C,BLACK FINE BEAD NECKLACE W TASSEL,1,1.0,5.95,5.95,1
90180A,BLACK+WHITE NECKLACE W TASSEL,13,2.6,87.35,17.47,5
90180B,PURPLE AMETHYST NECKLACE W TASSEL,3,1.0,29.85,9.95,3
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,1,1.0,8.95,8.95,1
90182C,BLACK 3 BEAD DROP EARRINGS,6,6.0,17.7,17.7,1
